,Channel,Surevy year,Degree,Degree year,Nationality,Career (Aspiration or current),Crypto type,Crypto usage purpose,Crypto knowledge,Crypto usage duration (years),Trade performance,Remittance amount (%),Crypto knowledge source,Influenced family and friends,Intend to use crypto in future
13484,f2f,2022,Business,PhD,China,Retail,BTC,"trade,remittance",++,5+,--,,study/research,Y,Y
13485,online,2023,Humanities,1st,Africa,Technology,"BTC,ALT",trade,+++,1,+,,study/research,Y,Y
13486,f2f,2020,STEM,MSc,ME,Retail,"BTC,ETH",trade,++,1,--,,marketing,Y,N
13487,f2f,2020,Business,3rd,USA,Retail,"BTC,ALT",remittance,++,,,25,friends,Y,Y
13488,f2f,2020,Business,3rd,South America,Finance,"BTC,DOGE","remittance,trans",+++,4-5,,75,study/research,Y,Y
13489,f2f,2022,STEM,1st,India,Engineering,ETH,remittance,+,1,,50,friends,Y,Y
13490,online,2024,STEM,MSc,Turkey,Technology,"BTC,ETH","trade,remittance",+++,1,++,50,family,Y,Y
13491,f2f,2021,Business,MSc,USA,Engineering,BTC,"trade,remittance,trans",+++,4-5,--,25,family,Y,Y
13492,online,2022,Humanities,3rd,USA,Finance,ETH,remittance,+++,1-31-3,,25,friends,Y,Y
13493,online,2024,Business,3rd,China,Medical,"BTC,ALT",remittance,+,4-5,,100,family,Y,Y
13494,f2f,2023,Humanities,1st,South America,Finance,ALT,"remittance,trans",+++,,,50,study/research,Y,Y
13495,online,2021,Business,2nd,Africa,Finance,"BTC,ETH",trade,++,1,--,,marketing,Y,Y
13496,f2f,2022,Humanities,2nd,Turkey,Medical,BTC,remittance,++,4-5,,100,friends,Y,Y
13497,online,2023,STEM,2nd,China,Finance,BTC,"trade,remittance,trans",+++,1-3,++,,marketing,N,Y
13498,f2f,2024,Business,MSc,USA,Engineering,"BTC,ETH","trade,remittance,trans",+++,,--,25,family,Y,Y
13499,online,2024,Humanities,Phd,Turkey,Finance,"BTC,ALT","remittance,trans",+++,4-5,,50,study/research,Y,Y
13500,online,2022,Humanities,1st,Europe,Finance,"BTC,ETH,ALT",remittance,++,1,,25,marketing,Y,N
13501,f2f,2024,Business,3rd,USA,Finance,"BTC,ALT","remittance,trans",+++,5+,,100,study/research,Y,Y
13502,online,2024,Business,1st,Africa,,"BTC,NFT,DOGE",trade,+,1,--,,marketing,Y,N
13503,online,2021,Humanities,3rd,South America,Retail,ALT,"remittance,trans",+++,11,,25,study/research,Y,Y
13504,online,2024,STEM,MSc,ME,Technology,"BTC,ETH","trade,remittance",++,4-5,+,25,family,N,Y
13505,online,2022,STEM,1st,ME,Engineering,"ETH,ALT",remittance,++,1,,75,friends,Y,N
13506,online,2023,STEM,MSc,China,Engineering,"BTC,NFT","trade,remittance",+,1-3,++,,friends,N,Y
13507,f2f,2024,STEM,PhD,ME,Technology,"BTC,ETH","trade,remittance",++,1-3,+++,50,family,Y,N
13508,online,2020,Business,PhD,ME,Retail,"BTC,ETH,NFT",trade,+++,1,--,,marketing,Y,N
13509,online,2021,STEM,PhD,China,Technology,ETH,"trade,remittance",+++,,,50,marketing,N,N
13510,online,2024,Humanities,MSc,China,Medical,BTC,remittance,++,1,,50,friends,Y,Y
13511,online,2023,STEM,1st,Turkey,Technology,BTC,remittance,+,1-3,,50,friends,Y,Y
13512,f2f,2021,Humanities,2nd,ME,,"BTC,ETH",trade,+,1-3,--,,study/research,Y,Y
13513,online,2021,STEM,MSc,ME,Retail,"BTC,ETH","trade,remittance",+++,1-3,++,25,family,N,Y
13514,f2f,2021,STEM,3rd,UK,Technology,BTC,trade,++,1-3,+++,,friends,N,Y
13515,online,2023,Business,3rd,India,Technology,"ETH,ALT",remittance,+++,1,,75,friends,N,Y
13516,f2f,2020,STEM,2nd,ME,,"BTC,ETH",remittance,++,1-3,,75,study/research,N,Y
13517,f2f,2021,STEM,MSc,ME,Engineering,ETH,trade,+++,4-5,+,,study/research,Y,N
13518,online,2020,Humanities,PhD,ME,Public,"BTC,NFT,DOGE",trade,+,1-3,--,,marketing,N,Y
13519,online,2024,Business,MSc,South America,Engineering,,"trade,remittance,trans",+++,1-3,+,75,marketing,Y,N
13520,online,2023,Humanities,1st,South America,Technology,ALT,"remittance,trans",++,,,25,friends,Y,Y
13521,f2f,2020,STEM,Phd,USA,Public,BTC,remittance,+++,,,25,marketing,Y,Y
13522,online,2022,STEM,MSc,ME,,"BTC,NFT,DOGE",trade,++,1,++,,marketing,Y,Y
13523,online,2023,Humanities,3rd,India,Public,ALT,"remittance,trans",++,4-5,,100,friends,Y,Y
13524,f2f,2024,STEM,1st,Turkey,Medical,"BTC,ETH",remittance,++,4-5,,75,study/research,Y,Y
13525,online,2020,STEM,2nd,ME,Retail,"BTC,ETH,NFT",trade,+++,1-3,+,,marketing,Y,N
13526,online,2020,Humanities,MSc,Europe,Legal,"BTC,ALT",remittance,+++,1-3,,25,marketing,N,Y
13527,online,2021,STEM,MSc,Europe,Technology,BTC,"trade,remittance",+++,4-5,-,25,marketing,Y,N
13528,online,2024,Business,1st,South America,Finance,"ETH,NFT,ALT","remittance,trans",++,1,,50,marketing,Y,Y
13529,online,2022,Business,MSc,Europe,Finance,"BTC,ALT",remittance,+++,1-3,,50,marketing,Y,Y
13530,online,2024,Business,1st,USA,Legal,"ETH,NFT,ALT","remittance,trans",+++,1,,100,study/research,Y,Y
13531,online,2020,STEM,3rd,South America,Technology,,remittance,++,1-3,,25,friends,N,Y
13532,f2f,2023,Business,3rd,South America,Public,"ETH,NFT,ALT","remittance,trans",++,4-5,,75,family,Y,Y
13533,online,2021,Business,MSc,Turkey,Medical,NFT,"trade,remittance",,1-3,++,100,family,Y,Y
13534,f2f,2021,STEM,1st,USA,Public,BTC,"remittance,trans",++,4-5,,25,friends,Y,Y
13535,online,2021,STEM,MSc,Africa,Technology,BTC,"trade,remittance",+++,1,++,25,family,Y,Y
13536,online,2020,STEM,MSc,Africa,,BTC,trade,++,1,--,,family,Y,Y
13537,f2f,2023,STEM,MSc,ME,Technology,"BTC,ETH","trade,remittance",+++,5+,-,100,family,Y,Y
13538,online,2023,Humanities,Phd,USA,Medical,"ETH,DOGE",remittance,+++,1-31-3,,75,marketing,Y,N
13539,f2f,2021,Business,MSc,China,Engineering,ETH,trade,+++,4-5,+,,study/research,Y,Y
13540,online,2023,STEM,MSc,Africa,Technology,"BTC,NFT","trade,remittance",+,1,++,100,family,N,Y
13541,online,2024,Business,3rd,USA,Finance,"BTC,DOGE","remittance,trans",+++,4-5,,100,family,Y,Y
13542,online,2021,Humanities,MSc,USA,Technology,"ETH,DOGE","remittance,trans",++,11,,100,study/research,Y,N
13543,online,2020,STEM,1st,Turkey,Finance,"BTC,NFT,DOGE",trade,++,1-3,++,,marketing,Y,N
13544,online,2024,STEM,PhD,Africa,Engineering,ETH,"trade,remittance,trans",+++,1-3,++,25,family,Y,Y
13545,online,2021,STEM,PhD,China,Technology,BTC,"trade,remittance",++,4-5,++,25,study/research,Y,Y
13546,online,2021,STEM,MSc,UK,Finance,ETH,trade,++,1,+++,,study/research,Y,Y
13547,f2f,2023,STEM,MSc,Turkey,Finance,ALT,"remittance,trans",+++,1,,25,study/research,Y,Y
13548,f2f,2024,Humanities,3rd,Turkey,,"BTC,ETH",remittance,++,1-3,,100,friends,Y,Y
13549,online,2020,STEM,PhD,China,Technology,BTC,"trade,remittance",++,5+,,50,friends,N,Y
13550,f2f,2023,Business,MSc,Turkey,Retail,NFT,"trade,remittance",++,1-3,-,75,friends,Y,Y
13551,online,2020,Business,PhD,Turkey,,"BTC,ETH",remittance,+++,,,25,marketing,N,Y
13552,online,2022,Humanities,3rd,China,,BTC,remittance,+,1,,50,family,Y,N
13553,online,2023,STEM,3rd,China,Engineering,"BTC,ETH",trade,++,4-5,++,,study/research,N,N
13554,online,2023,Humanities,2nd,ME,Finance,"BTC,NFT,DOGE",trade,++,4-5,,,marketing,Y,Y
13555,online,2023,Business,MSc,USA,Medical,BTC,"remittance,trans",+++,,,100,marketing,Y,N
13556,online,2021,Humanities,3rd,USA,Public,DOGE,trade,+,1,+,,friends,N,N
13557,online,2024,Humanities,3rd,USA,Retail,"ETH,DOGE",remittance,++,1-31-3,,50,marketing,N,Y
13558,online,2023,STEM,MSc,Turkey,Finance,NFT,"trade,remittance",+++,1,-,25,marketing,Y,Y
13559,online,2020,STEM,PhD,USA,Finance,"BTC,ETH","trade,remittance",++,4-5,++,100,family,Y,N
13560,online,2022,STEM,MSc,India,Technology,"BTC,ETH","trade,remittance",+++,1,++,,friends,Y,Y
13561,online,2024,STEM,3rd,South America,Retail,"BTC,ALT","remittance,trans",++,11,,100,study/research,Y,Y
13562,f2f,2020,STEM,MSc,Turkey,Finance,"BTC,NFT","trade,remittance",,1,-,100,family,Y,Y
13563,online,2020,Business,MSc,USA,Public,"BTC,ETH",remittance,+,5+,,50,marketing,N,N
13564,f2f,2022,STEM,1st,India,Medical,"BTC,ETH,ALT",remittance,++,,,75,friends,Y,Y
13565,online,2023,Business,3rd,China,Finance,"NFT,ALT","remittance,trans",++,,,25,study/research,Y,Y
13566,f2f,2020,STEM,MSc,UK,Engineering,"NFT,ALT",trade,++,5+,--,,friends,Y,Y
13567,f2f,2021,Humanities,MSc,USA,Engineering,BTC,remittance,+,1,,25,marketing,Y,N
13568,f2f,2021,Humanities,1st,Turkey,,"BTC,DOGE",trade,+,1-3,--,,friends,Y,N
13569,online,2020,STEM,PhD,ME,Medical,ETH,trade,++,1,--,,marketing,Y,Y
13570,online,2021,STEM,MSc,Turkey,Technology,"BTC,ETH","trade,remittance",+++,1,,50,marketing,Y,Y
13571,f2f,2023,Business,PhD,Europe,Finance,BTC,"remittance,trans",+++,11,,50,family,Y,Y
13572,online,2024,Humanities,Phd,Turkey,Technology,"BTC,DOGE","remittance,trans",++,1,,100,friends,N,Y
13573,online,2021,Humanities,3rd,USA,,"BTC,ALT",trade,+,1,--,,friends,Y,N
13574,f2f,2020,Business,2nd,Africa,Finance,BTC,trade,++,1,,,study/research,Y,N
13575,f2f,2023,STEM,1st,USA,Retail,"BTC,ALT","remittance,trans",+++,4-5,,25,study/research,Y,Y
13576,online,2024,Business,3rd,South America,Engineering,"BTC,ETH","trade,remittance,trans",,1-3,++,25,marketing,Y,Y
13577,online,2021,STEM,PhD,India,Finance,ETH,"trade,remittance",++,4-5,++,25,marketing,Y,N
13578,f2f,2020,Business,Phd,USA,Public,"BTC,ALT",remittance,+++,,,25,study/research,Y,Y
13579,online,2024,STEM,PhD,Europe,Medical,NFT,"trade,remittance",++,1-3,-,100,study/research,Y,Y
13580,online,2020,STEM,MSc,China,Technology,NFT,"trade,remittance",+++,1,+,75,study/research,Y,Y
13581,online,2022,STEM,PhD,India,Medical,ETH,remittance,++,,,75,study/research,Y,Y
13582,online,2022,STEM,MSc,USA,Finance,DOGE,"trade,remittance",+,1,++,25,marketing,Y,Y
13583,online,2024,Business,MSc,Turkey,Public,"BTC,ETH,ALT","remittance,trans",++,1,,25,study/research,Y,Y
13584,online,2021,STEM,PhD,UK,Engineering,"BTC,ETH",trade,++,4-5,+,,study/research,Y,Y
13585,online,2021,Business,1st,South America,Technology,"BTC,ETH","remittance,trans",+++,5+,,75,marketing,Y,Y
13586,online,2020,STEM,MSc,China,Retail,BTC,"trade,remittance",++,1-3,+++,100,friends,Y,N
13587,online,2021,STEM,PhD,Turkey,Technology,"BTC,ETH","trade,remittance",,,--,75,family,Y,Y
13588,online,2020,STEM,MSc,South America,Finance,"BTC,ALT",remittance,+,1,,100,friends,N,Y
13589,online,2022,Humanities,Phd,Turkey,Public,ALT,"remittance,trans",+++,5+,,100,study/research,Y,Y
13590,f2f,2022,STEM,1st,ME,Engineering,ETH,remittance,++,4-5,,50,friends,Y,Y
13591,online,2021,Business,3rd,China,Retail,BTC,"trade,remittance,trans",+++,1-3,++,25,family,Y,Y
13592,f2f,2022,STEM,MSc,Africa,Finance,BTC,"trade,remittance",+++,,,50,family,Y,N
13593,online,2024,STEM,PhD,Africa,Engineering,"BTC,ETH","trade,remittance",++,1,++,100,marketing,N,Y
13594,f2f,2020,STEM,MSc,Africa,Finance,"BTC,NFT,ALT",trade,+,1,--,,marketing,Y,Y
13595,online,2024,Business,Phd,Turkey,,BTC,"remittance,trans",++,5+,,75,study/research,Y,Y
13596,online,2021,STEM,PhD,Africa,Medical,"BTC,NFT","trade,remittance",+++,4-5,++,,friends,Y,Y
13597,f2f,2022,STEM,PhD,China,Finance,,remittance,++,11-3,,75,family,Y,Y
13598,f2f,2023,STEM,PhD,Europe,Engineering,"BTC,ETH",trade,+++,5+,,,study/research,Y,Y
13599,online,2024,STEM,MSc,USA,Legal,"ETH,DOGE","remittance,trans",+++,1,,75,study/research,Y,Y
13600,online,2021,Humanities,2nd,India,Technology,"BTC,DOGE",trade,+,1,+,,friends,N,Y
13601,f2f,2024,Business,PhD,Europe,Technology,BTC,"trade,remittance",+++,1,+,25,family,Y,Y
13602,online,2024,Humanities,3rd,China,Technology,ALT,"remittance,trans",+++,4-5,,50,study/research,Y,Y
13603,online,2024,Business,2nd,Africa,Retail,"BTC,NFT","trade,remittance,trans",,,+++,25,family,Y,Y
13604,online,2022,STEM,PhD,South America,Engineering,BTC,"trade,remittance",+++,,+,25,family,Y,Y
13605,online,2020,Humanities,2nd,Europe,Finance,"NFT,ALT",trade,+,1-3,-,,marketing,Y,Y
13606,f2f,2020,Humanities,Phd,USA,Legal,BTC,remittance,+,1,,25,family,N,Y
13607,online,2024,Business,3rd,USA,Public,"ETH,ALT","remittance,trans",+++,11,,75,family,Y,N
13608,online,2024,STEM,3rd,South America,Engineering,"BTC,ETH",remittance,+++,1-3,,100,friends,Y,N
13609,online,2020,STEM,MSc,ME,Engineering,"BTC,NFT,ALT",trade,+++,1-3,+++,,study/research,N,Y
13610,online,2022,STEM,PhD,Turkey,Technology,BTC,"trade,remittance",++,1,--,25,marketing,N,Y
13611,f2f,2020,Business,MSc,USA,,"BTC,ETH,ALT",remittance,+++,1-31-3,,100,marketing,N,N
13612,f2f,2021,STEM,2nd,Turkey,Finance,BTC,trade,+,1-3,--,,study/research,Y,N
13613,online,2020,STEM,MSc,China,Finance,BTC,"trade,remittance",+++,5+,++,25,family,Y,N
13614,online,2024,Business,MSc,Turkey,Public,"BTC,ETH,ALT","remittance,trans",++,1,,50,marketing,N,Y
13615,f2f,2024,STEM,MSc,USA,Technology,,"remittance,trans",+++,,,50,friends,Y,Y
13616,online,2023,Business,Phd,South America,Retail,ALT,"remittance,trans",++,4-5,,25,marketing,Y,Y
13617,online,2020,Business,PhD,Europe,Finance,BTC,trade,++,1-3,--,,marketing,Y,N
13618,f2f,2023,Business,1st,India,Finance,BTC,remittance,+++,4-5,,100,friends,N,Y
13619,f2f,2024,Humanities,MSc,India,Public,"BTC,NFT,DOGE",trade,+,1-3,-,,friends,N,N
13620,online,2021,STEM,MSc,Africa,,"BTC,ETH,ALT",trade,++,1,--,,marketing,Y,N
13621,online,2021,Business,MSc,China,Retail,"BTC,ETH","trade,remittance",,4-5,,25,marketing,N,N
13622,f2f,2024,Business,MSc,India,,"BTC,ETH,ALT","remittance,trans",+++,5+,,50,study/research,Y,Y
13623,f2f,2020,Humanities,Phd,USA,Legal,BTC,remittance,++,4-5,,50,marketing,N,N
13624,f2f,2020,Business,PhD,Africa,Engineering,"BTC,ETH","trade,remittance",+++,1-3,-,25,marketing,Y,Y
13625,f2f,2024,Business,MSc,USA,Engineering,NFT,"trade,remittance,trans",+++,1-3,+++,,family,Y,Y
13626,online,2024,Business,MSc,Europe,Engineering,,"trade,remittance,trans",,,--,,family,Y,Y
13627,f2f,2024,STEM,MSc,ME,Finance,BTC,"trade,remittance",++,5+,+++,,family,Y,Y
13628,f2f,2022,Business,1st,ME,Finance,BTC,trade,+,1,,,marketing,N,N
13629,online,2020,Humanities,1st,USA,,"BTC,NFT,DOGE",trade,+++,1,--,,friends,Y,N
13630,online,2022,Humanities,1st,Africa,Legal,"ETH,ALT",trade,+++,1-3,,,marketing,Y,Y
13631,online,2023,STEM,3rd,Europe,Engineering,"BTC,ETH",trade,++,1,++,,study/research,Y,N
13632,f2f,2024,Humanities,Phd,USA,Public,,"remittance,trans",+++,11,,100,study/research,Y,Y
13633,f2f,2020,Humanities,3rd,Africa,,"BTC,ETH",trade,++,1,--,,marketing,N,N
13634,online,2021,STEM,MSc,China,Engineering,"BTC,ETH",trade,++,4-5,,,study/research,N,Y
13635,online,2024,STEM,3rd,Turkey,Public,"BTC,ALT",remittance,+++,1,,50,marketing,Y,Y
13636,online,2023,STEM,1st,Turkey,Legal,"BTC,ETH,ALT",trade,++,1-3,+,,friends,N,N
13637,online,2021,STEM,1st,ME,Medical,"ETH,DOGE",remittance,+++,1-3,,75,friends,Y,Y
13638,f2f,2024,Humanities,3rd,Turkey,,ALT,"remittance,trans",+++,1,,100,study/research,Y,Y
13639,online,2020,Humanities,3rd,USA,,"BTC,NFT,DOGE",trade,+,1,+,,marketing,Y,N
13640,online,2020,Business,MSc,USA,Finance,ETH,"trade,remittance,trans",,,+,,family,Y,N
13641,online,2020,STEM,MSc,Africa,Medical,DOGE,trade,++,1,+,,marketing,Y,N
13642,online,2020,STEM,1st,Africa,Finance,,trade,+,1,--,,marketing,Y,Y
13643,online,2022,STEM,3rd,ME,Finance,"BTC,NFT",remittance,+++,,,75,family,Y,N
13644,online,2023,Business,3rd,USA,Public,"BTC,ETH,NFT",trade,+,1,--,,friends,N,N
13645,online,2023,Business,3rd,Turkey,Finance,ALT,"remittance,trans",+++,,,50,family,Y,Y
13646,online,2022,Humanities,3rd,China,Medical,"ETH,DOGE",remittance,++,1,,50,friends,Y,Y
13647,f2f,2020,STEM,MSc,Europe,Finance,,remittance,++,1-3,,75,family,N,N
13648,online,2023,Humanities,1st,Europe,Technology,"BTC,ALT","remittance,trans",++,1,,25,study/research,N,N
13649,online,2023,Business,MSc,Africa,Technology,"BTC,NFT","trade,remittance,trans",++,1-3,,75,study/research,N,N
13650,online,2024,STEM,MSc,Europe,Engineering,"BTC,ALT","remittance,trans",+++,1,,25,friends,Y,Y
13651,online,2020,Business,3rd,Europe,,,trade,+,1,,,marketing,Y,Y
13652,f2f,2023,STEM,2nd,Africa,Engineering,"ETH,ALT",remittance,+++,1-3,,75,friends,Y,N
13653,online,2020,Business,3rd,Turkey,Legal,"BTC,ETH,ALT","remittance,trans",++,4-5,,25,friends,Y,Y
13654,f2f,2023,STEM,3rd,South America,Finance,ETH,"trade,remittance,trans",,4-5,,25,marketing,Y,Y
13655,online,2023,STEM,MSc,China,Engineering,"BTC,ETH","trade,remittance",+,4-5,-,25,marketing,Y,N
13656,f2f,2024,Business,MSc,Turkey,Technology,BTC,"trade,remittance,trans",+++,1-3,++,25,study/research,Y,N
13657,f2f,2021,STEM,2nd,Turkey,Finance,DOGE,trade,++,1-3,--,,family,N,Y
13658,online,2020,Business,1st,Europe,Medical,BTC,trade,++,1,,,friends,N,Y
13659,online,2024,Humanities,3rd,India,Engineering,"BTC,DOGE",remittance,+,1,,50,study/research,Y,N
13660,online,2020,Humanities,3rd,Turkey,Medical,"BTC,ALT",remittance,+,5+,,50,marketing,Y,N
13661,online,2021,STEM,PhD,ME,Engineering,BTC,trade,+++,4-5,+++,,study/research,N,Y
13662,online,2021,STEM,PhD,China,Finance,,"trade,remittance",+++,1,,25,marketing,Y,N
13663,online,2021,Humanities,3rd,ME,Public,"BTC,NFT,DOGE",trade,++,1,,,friends,Y,Y
13664,f2f,2021,Business,MSc,ME,,"BTC,ALT",trade,++,1-3,,,friends,Y,N
13665,online,2021,Business,2nd,ME,Finance,"BTC,NFT,DOGE",trade,++,1,--,,study/research,Y,N
13666,f2f,2023,Humanities,3rd,Turkey,Engineering,"BTC,ALT","remittance,trans",+++,1,,50,study/research,Y,Y
13667,f2f,2024,STEM,2nd,ME,,"BTC,ALT",remittance,++,11-3,,75,family,N,Y
13668,f2f,2020,Humanities,MSc,Africa,Medical,"ETH,DOGE",trade,++,1,--,,friends,Y,N
13669,online,2020,Humanities,3rd,Turkey,Public,"BTC,ALT","remittance,trans",++,1-3,,50,study/research,Y,N
13670,online,2021,Business,MSc,China,Technology,"BTC,ETH","trade,remittance",++,4-5,,,marketing,Y,Y
13671,online,2023,Humanities,Phd,South America,Finance,"BTC,ALT",remittance,+++,1-31-3,,75,marketing,Y,Y
13672,f2f,2022,STEM,2nd,Africa,,BTC,trade,+++,5+,,,friends,Y,Y
13673,online,2021,STEM,1st,Africa,,BTC,trade,+,1-3,++,,marketing,Y,Y
13674,online,2024,STEM,2nd,India,Finance,BTC,"trade,remittance,trans",+++,4-5,--,,marketing,Y,Y
13675,online,2020,STEM,PhD,UK,Engineering,ETH,trade,+++,4-5,+++,,friends,Y,Y
13676,f2f,2020,Business,Phd,South America,Public,"BTC,NFT",remittance,++,4-5,,25,marketing,Y,Y
13677,online,2024,STEM,MSc,China,Engineering,DOGE,"trade,remittance",+++,4-5,,25,marketing,N,N
13678,f2f,2021,STEM,PhD,Europe,Finance,"ETH,NFT,ALT",trade,+++,,,,friends,Y,Y
13679,online,2020,Business,PhD,Turkey,Finance,"BTC,NFT",remittance,++,1-3,,25,marketing,N,Y
13680,f2f,2021,Business,MSc,South America,Medical,ALT,"remittance,trans",++,5+,,50,friends,Y,Y
13681,online,2024,Business,3rd,Europe,Legal,ALT,"remittance,trans",+++,1,,25,marketing,N,Y
13682,f2f,2020,STEM,3rd,Turkey,Technology,"BTC,ALT","remittance,trans",+++,5+,,100,friends,Y,Y
13683,online,2024,STEM,MSc,China,Engineering,DOGE,"trade,remittance",+++,1-3,+,100,study/research,Y,Y
13684,f2f,2021,STEM,MSc,Europe,Technology,BTC,"trade,remittance",+,1,,50,study/research,N,Y
13685,f2f,2023,STEM,MSc,ME,Retail,BTC,"trade,remittance",+++,1,,25,family,Y,N
13686,online,2021,STEM,PhD,Africa,Technology,"BTC,ETH","trade,remittance",+++,1,-,,marketing,N,N
13687,online,2022,STEM,1st,South America,Medical,"ETH,DOGE",remittance,++,,,50,friends,Y,Y
13688,f2f,2023,Business,MSc,South America,Technology,"ETH,NFT,ALT","remittance,trans",++,1,,25,study/research,N,Y
13689,online,2022,STEM,1st,Europe,Retail,"BTC,ALT","remittance,trans",+++,4-5,,75,marketing,Y,N
13690,online,2021,Business,MSc,UK,Finance,"ETH,DOGE",trade,+++,5+,+++,,friends,Y,N
13691,online,2023,Business,MSc,South America,,ETH,"remittance,trans",+++,4-5,,50,family,Y,Y
13692,online,2022,STEM,PhD,ME,,BTC,remittance,++,,,25,family,Y,Y
13693,f2f,2020,STEM,MSc,Africa,Engineering,"BTC,ETH",trade,+++,5+,+++,,study/research,Y,Y
13694,online,2022,STEM,3rd,India,,BTC,remittance,+++,4-5,,75,friends,Y,Y
13695,f2f,2024,Business,MSc,Turkey,Technology,"BTC,ETH","remittance,trans",+++,5+,,25,study/research,Y,Y
13696,online,2023,Business,3rd,China,Finance,"ETH,DOGE","remittance,trans",+++,11,,25,study/research,Y,Y
13697,f2f,2024,Humanities,2nd,South America,Legal,BTC,remittance,++,1-3,,50,marketing,Y,Y
13698,f2f,2021,Business,PhD,Africa,Engineering,DOGE,"trade,remittance",+++,1,,50,study/research,Y,Y
13699,f2f,2023,Business,PhD,South America,Technology,"BTC,ALT","remittance,trans",+++,1,,25,study/research,Y,Y
13700,online,2020,Humanities,PhD,China,Technology,,"remittance,trans",++,,,50,marketing,Y,Y
13701,online,2024,STEM,3rd,China,Technology,DOGE,"trade,remittance,trans",,1-3,--,,family,Y,N
13702,f2f,2021,Business,1st,USA,Technology,DOGE,trade,+++,1-3,--,,friends,Y,N
13703,online,2021,STEM,1st,Africa,Engineering,"BTC,NFT",remittance,+,1-3,,50,friends,Y,Y
13704,online,2021,STEM,MSc,USA,Finance,DOGE,"trade,remittance",+,5+,-,50,study/research,Y,Y
13705,online,2022,STEM,PhD,ME,Medical,"BTC,NFT",remittance,++,1,,75,study/research,N,Y
13706,online,2024,Business,3rd,India,Finance,"BTC,ETH","trade,remittance,trans",++,,,,family,N,Y
13707,online,2024,Humanities,MSc,USA,Public,ETH,"remittance,trans",++,1,,25,study/research,Y,N
13708,online,2020,Business,3rd,Europe,Engineering,"BTC,ETH,NFT",trade,+++,1-3,++,,friends,Y,Y
13709,online,2024,Business,3rd,USA,Finance,"BTC,ALT","remittance,trans",++,1-3,,50,friends,N,N
13710,online,2020,STEM,3rd,South America,Finance,ETH,remittance,++,1,,75,marketing,Y,Y
13711,online,2021,Business,PhD,China,Public,DOGE,trade,+++,1,--,,marketing,Y,N
13712,f2f,2024,Business,1st,ME,Retail,BTC,trade,++,1-3,--,,marketing,Y,Y
13713,f2f,2023,Humanities,PhD,USA,Legal,"BTC,ALT","remittance,trans",+++,,,25,study/research,Y,Y
13714,f2f,2022,Business,MSc,Turkey,Technology,ALT,"remittance,trans",+++,1-3,,50,friends,Y,N
13715,online,2022,STEM,3rd,India,Medical,"BTC,ETH",remittance,+++,1-3,,50,family,N,Y
13716,online,2021,Business,1st,South America,,"NFT,ALT",remittance,+++,1,,75,study/research,Y,N
13717,online,2022,STEM,MSc,Africa,Retail,NFT,"trade,remittance",++,4-5,,100,marketing,N,Y
13718,f2f,2020,Business,PhD,USA,Technology,"ETH,ALT",remittance,+++,1-3,,75,study/research,Y,Y
13719,online,2024,Humanities,3rd,Turkey,Medical,BTC,"remittance,trans",++,11,,50,marketing,Y,N
13720,online,2024,Business,1st,Turkey,Technology,"BTC,NFT","remittance,trans",++,,,100,friends,Y,Y
13721,online,2020,Business,3rd,India,Technology,"BTC,ETH","remittance,trans",++,4-5,,50,study/research,Y,Y
13722,online,2021,STEM,PhD,Turkey,Engineering,BTC,"trade,remittance",+++,5+,-,100,family,Y,Y
13723,online,2024,Business,1st,Turkey,Finance,"ETH,ALT","remittance,trans",++,5+,,50,family,Y,Y
